edge_3683l	barrnap:0.9	rRNA	163	1646	0	-	.	ID=AAHFOCED_00001;locus_tag=AAHFOCED_00001;product=16S ribosomal RNA
edge_3683l	Prodigal:002006	CDS	112840	113829	.	-	0	ID=AAHFOCED_00120;eC_number=1.17.4.1;Name=nrdB;db_xref=COG:COG0208;gene=nrdB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O84835;locus_tag=AAHFOCED_00120;product=Ribonucleoside-diphosphate reductase subunit beta
edge_3683l	Prodigal:002006	CDS	113890	114063	.	-	0	ID=AAHFOCED_00121;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00121;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	114156	116567	.	-	0	ID=AAHFOCED_00122;eC_number=1.17.4.1;Name=nrdA;db_xref=COG:COG0209;gene=nrdA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P00452;locus_tag=AAHFOCED_00122;product=Ribonucleoside-diphosphate reductase 1 subunit alpha
edge_3683l	Prodigal:002006	CDS	116868	117158	.	-	0	ID=AAHFOCED_00123;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00123;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	117212	117646	.	+	0	ID=AAHFOCED_00124;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00124;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	117671	117758	.	-	.	ID=AAHFOCED_00125;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00125;product=tRNA-Ser(gga)
edge_3683l	Prodigal:002006	CDS	117863	118672	.	+	0	ID=AAHFOCED_00126;eC_number=3.6.3.-;Name=yknY_1;db_xref=COG:COG1136;gene=yknY_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O31711;locus_tag=AAHFOCED_00126;product=putative ABC transporter ATP-binding protein YknY
edge_3683l	Prodigal:002006	CDS	118672	119907	.	+	0	ID=AAHFOCED_00127;eC_number=3.6.3.-;Name=macB;db_xref=COG:COG0577;gene=macB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q5MK06;locus_tag=AAHFOCED_00127;product=Macrolide export ATP-binding/permease protein MacB
edge_3683l	Prodigal:002006	CDS	119998	120366	.	+	0	ID=AAHFOCED_00128;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00128;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	120422	121465	.	-	0	ID=AAHFOCED_00129;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00129;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	121547	122110	.	+	0	ID=AAHFOCED_00130;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00130;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	122156	123457	.	-	0	ID=AAHFOCED_00131;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00131;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	123469	125460	.	-	0	ID=AAHFOCED_00132;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00132;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	125612	126097	.	-	0	ID=AAHFOCED_00133;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00133;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	126152	127285	.	-	0	ID=AAHFOCED_00134;db_xref=COG:COG1373;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WLM9;locus_tag=AAHFOCED_00134;product=putative protein
edge_3683l	Prodigal:002006	CDS	127331	127480	.	-	0	ID=AAHFOCED_00135;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00135;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	127557	129203	.	-	0	ID=AAHFOCED_00136;Name=groEL2;db_xref=COG:COG0459;gene=groEL2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WPE7;locus_tag=AAHFOCED_00136;product=60 kDa chaperonin 2
edge_3683l	Prodigal:002006	CDS	129214	129477	.	-	0	ID=AAHFOCED_00137;Name=groS5;gene=groS5;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P35474;locus_tag=AAHFOCED_00137;product=10 kDa chaperonin 5
edge_3683l	Prodigal:002006	CDS	129606	129977	.	-	0	ID=AAHFOCED_00138;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00138;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	130087	130458	.	-	0	ID=AAHFOCED_00139;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00139;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	130538	130981	.	-	0	ID=AAHFOCED_00140;Name=glmM;gene=glmM;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01554_A;locus_tag=AAHFOCED_00140;product=Phosphoglucosamine mutase
edge_3683l	Prodigal:002006	CDS	131058	132101	.	+	0	ID=AAHFOCED_00141;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00141;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	132181	132654	.	+	0	ID=AAHFOCED_00142;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00142;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	132717	133922	.	-	0	ID=AAHFOCED_00143;eC_number=2.7.-.-;Name=sasA_1;gene=sasA_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01837;locus_tag=AAHFOCED_00143;product=Adaptive-response sensory-kinase SasA
edge_3683l	Prodigal:002006	CDS	134078	134584	.	-	0	ID=AAHFOCED_00144;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00144;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	134733	135530	.	-	0	ID=AAHFOCED_00145;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00145;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	135550	136830	.	-	0	ID=AAHFOCED_00146;eC_number=6.3.2.13;Name=murE;db_xref=COG:COG0769;gene=murE;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q819Q0;locus_tag=AAHFOCED_00146;product=UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase
edge_3683l	Prodigal:002006	CDS	136872	137426	.	+	0	ID=AAHFOCED_00147;eC_number=2.7.7.87;db_xref=COG:COG0009;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WGC9;locus_tag=AAHFOCED_00147;product=Putative threonylcarbamoyl-AMP synthase
edge_3683l	Prodigal:002006	CDS	137467	138654	.	+	0	ID=AAHFOCED_00148;eC_number=2.3.1.234;Name=tsaD;gene=tsaD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q7A4H8;locus_tag=AAHFOCED_00148;product=tRNA N6-adenosine threonylcarbamoyltransferase
edge_3683l	Prodigal:002006	CDS	138774	139022	.	-	0	ID=AAHFOCED_00149;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00149;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	139024	139140	.	-	0	ID=AAHFOCED_00150;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00150;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	139371	139883	.	+	0	ID=AAHFOCED_00151;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00151;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	140039	140521	.	-	0	ID=AAHFOCED_00152;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00152;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	140683	141684	.	-	0	ID=AAHFOCED_00153;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00153;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	141862	144414	.	+	0	ID=AAHFOCED_00154;eC_number=6.1.1.9;Name=valS;db_xref=COG:COG0525;gene=valS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WFS9;locus_tag=AAHFOCED_00154;product=Valine--tRNA ligase
edge_3683l	Prodigal:002006	CDS	144406	144741	.	-	0	ID=AAHFOCED_00155;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00155;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	144807	145211	.	-	0	ID=AAHFOCED_00156;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00156;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	145272	145595	.	+	0	ID=AAHFOCED_00157;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00157;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	145629	145716	.	+	.	ID=AAHFOCED_00158;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00158;product=tRNA-Ser(cga)
edge_3683l	Prodigal:002006	CDS	145810	147213	.	+	0	ID=AAHFOCED_00159;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00159;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	147375	147959	.	+	0	ID=AAHFOCED_00160;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00160;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	147962	148627	.	-	0	ID=AAHFOCED_00161;Name=yedJ;db_xref=COG:COG1418;gene=yedJ;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P46144;locus_tag=AAHFOCED_00161;product=putative protein YedJ
edge_3683l	Prodigal:002006	CDS	148715	149179	.	+	0	ID=AAHFOCED_00162;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00162;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	149184	149924	.	-	0	ID=AAHFOCED_00163;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00163;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	150025	150327	.	+	0	ID=AAHFOCED_00164;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00164;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	150451	150527	.	-	.	ID=AAHFOCED_00165;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00165;product=tRNA-Arg(gcg)
edge_3683l	Prodigal:002006	CDS	150650	151351	.	-	0	ID=AAHFOCED_00166;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00166;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	151433	151927	.	+	0	ID=AAHFOCED_00167;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00167;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	152141	152641	.	-	0	ID=AAHFOCED_00168;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00168;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	152789	153082	.	-	0	ID=AAHFOCED_00169;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00169;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	153067	153384	.	-	0	ID=AAHFOCED_00170;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00170;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	153381	154910	.	-	0	ID=AAHFOCED_00171;eC_number=1.3.99.29;Name=carA2;db_xref=COG:COG1233;gene=carA2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P54979;locus_tag=AAHFOCED_00171;product=zeta-carotene-forming phytoene desaturase
edge_3683l	Prodigal:002006	CDS	154907	155737	.	-	0	ID=AAHFOCED_00172;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00172;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	155737	156804	.	-	0	ID=AAHFOCED_00173;eC_number=2.5.1.10;db_xref=COG:COG0142;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WKH1;locus_tag=AAHFOCED_00173;product=(2E%2C6E)-farnesyl diphosphate synthase
edge_3683l	Prodigal:002006	CDS	156958	157848	.	-	0	ID=AAHFOCED_00174;eC_number=1.1.1.81;db_xref=COG:COG0111;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9X1C1;locus_tag=AAHFOCED_00174;product=Hydroxypyruvate reductase
edge_3683l	Prodigal:002006	CDS	157936	158391	.	-	0	ID=AAHFOCED_00175;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00175;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	158765	159910	.	+	0	ID=AAHFOCED_00176;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00176;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	160055	160597	.	-	0	ID=AAHFOCED_00177;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00177;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	160788	161687	.	-	0	ID=AAHFOCED_00178;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00178;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	161720	163012	.	-	0	ID=AAHFOCED_00179;eC_number=2.7.7.7;Name=dinB_1;db_xref=COG:COG0389;gene=dinB_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q47155;locus_tag=AAHFOCED_00179;product=DNA polymerase IV
edge_3683l	Prodigal:002006	CDS	163009	163257	.	-	0	ID=AAHFOCED_00180;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00180;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	163660	164310	.	+	0	ID=AAHFOCED_00181;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00181;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	164331	164696	.	-	0	ID=AAHFOCED_00182;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00182;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	164967	165554	.	+	0	ID=AAHFOCED_00183;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00183;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	165576	166103	.	+	0	ID=AAHFOCED_00184;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00184;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	166233	166403	.	+	0	ID=AAHFOCED_00185;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00185;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	168108	168200	.	-	.	ID=AAHFOCED_00186;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00186;product=tRNA-Ser(gct)
edge_3683l	Prodigal:002006	CDS	168327	168773	.	+	0	ID=AAHFOCED_00187;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00187;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	168879	170249	.	-	0	ID=AAHFOCED_00188;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00188;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	170252	170626	.	-	0	ID=AAHFOCED_00189;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00189;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	170837	172990	.	-	0	ID=AAHFOCED_00190;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00190;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	175288	175375	.	-	.	ID=AAHFOCED_00191;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00191;product=tRNA-Ser(tga)
edge_3683l	Prodigal:002006	CDS	175411	175905	.	-	0	ID=AAHFOCED_00192;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00192;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	176186	176647	.	+	0	ID=AAHFOCED_00193;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00193;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	176710	177132	.	-	0	ID=AAHFOCED_00194;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00194;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	177206	177589	.	-	0	ID=AAHFOCED_00195;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00195;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	177600	178007	.	-	0	ID=AAHFOCED_00196;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00196;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	178035	178328	.	-	0	ID=AAHFOCED_00197;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00197;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	178328	178834	.	-	0	ID=AAHFOCED_00198;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00198;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	178840	179208	.	-	0	ID=AAHFOCED_00199;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00199;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	179205	180455	.	-	0	ID=AAHFOCED_00200;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00200;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	180517	181653	.	-	0	ID=AAHFOCED_00201;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00201;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	181715	183697	.	+	0	ID=AAHFOCED_00202;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00202;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	183687	186977	.	+	0	ID=AAHFOCED_00203;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00203;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	186979	187623	.	-	0	ID=AAHFOCED_00204;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00204;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	187713	190148	.	+	0	ID=AAHFOCED_00205;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00205;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	190148	190894	.	+	0	ID=AAHFOCED_00206;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00206;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	191100	191921	.	+	0	ID=AAHFOCED_00207;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00207;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	191985	194189	.	+	0	ID=AAHFOCED_00208;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00208;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	194286	195089	.	+	0	ID=AAHFOCED_00209;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00209;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	195089	195379	.	+	0	ID=AAHFOCED_00210;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00210;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	195427	196440	.	+	0	ID=AAHFOCED_00211;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00211;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	196463	197347	.	+	0	ID=AAHFOCED_00212;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00212;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	197340	199250	.	+	0	ID=AAHFOCED_00213;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00213;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	199260	202271	.	+	0	ID=AAHFOCED_00214;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00214;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	202265	203533	.	+	0	ID=AAHFOCED_00215;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00215;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	203533	205095	.	+	0	ID=AAHFOCED_00216;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00216;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	205171	208041	.	+	0	ID=AAHFOCED_00217;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00217;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	208034	210061	.	+	0	ID=AAHFOCED_00218;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00218;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	210061	210693	.	+	0	ID=AAHFOCED_00219;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00219;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	210693	211157	.	+	0	ID=AAHFOCED_00220;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00220;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	211149	212183	.	-	0	ID=AAHFOCED_00221;Name=recF;db_xref=COG:COG1195;gene=recF;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9RVE0;locus_tag=AAHFOCED_00221;product=DNA replication and repair protein RecF
edge_3683l	Prodigal:002006	CDS	212190	213293	.	-	0	ID=AAHFOCED_00222;Name=dnaN;gene=dnaN;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P99103;locus_tag=AAHFOCED_00222;product=Beta sliding clamp
edge_3683l	Prodigal:002006	CDS	213314	213568	.	-	0	ID=AAHFOCED_00223;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00223;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	213561	214907	.	-	0	ID=AAHFOCED_00224;Name=dnaA;db_xref=COG:COG0593;gene=dnaA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P05648;locus_tag=AAHFOCED_00224;product=Chromosomal replication initiator protein DnaA
edge_3683l	Prodigal:002006	CDS	215329	215688	.	+	0	ID=AAHFOCED_00225;eC_number=3.1.26.5;Name=rnpA;gene=rnpA;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00227;locus_tag=AAHFOCED_00225;product=Ribonuclease P protein component
edge_3683l	Prodigal:002006	CDS	215749	216708	.	+	0	ID=AAHFOCED_00226;Name=yidC2;db_xref=COG:COG0706;gene=yidC2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9KDP2;locus_tag=AAHFOCED_00226;product=Membrane protein insertase YidC 2
edge_3683l	Prodigal:002006	CDS	216712	217173	.	+	0	ID=AAHFOCED_00227;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00227;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	217174	218277	.	-	0	ID=AAHFOCED_00228;eC_number=2.4.1.250;Name=mshA_1;gene=mshA_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01695;locus_tag=AAHFOCED_00228;product=D-inositol-3-phosphate glycosyltransferase
edge_3683l	Prodigal:002006	CDS	218277	219218	.	-	0	ID=AAHFOCED_00229;eC_number=2.4.-.-;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q55487;locus_tag=AAHFOCED_00229;product=putative glycosyltransferase
